node;degree;strength;clustering_coefficient;average_path_length;betweenness_centrality;eigenvector_centrality;pagerank;pagerank_num 
TSR;17;6019.0;0.4338235294117647;3.379596350566768;0.00078314220279334;0.024953363355785685;0.00017501925778740004;934.0
FAT;10;17362.5;0.8666666666666667;3.6082388719933647;3.597212379429005e-05;0.011164655146327557;0.00017464852761125992;935.0
IBZ;11;15698.0;0.8727272727272727;3.6530273707492396;4.5626559917171493e-07;0.01863549642734202;0.00017460419951468537;936.0
SEB;9;2422.0;0.2222222222222222;4.029582526956041;0.0006276602734233425;0.0026759474824038215;0.00017450841374395227;937.0
SVB;4;776.0;0.8333333333333334;4.585291678186342;6.881222153987685e-08;0.00011383116754004153;0.00017439014032634293;938.0
ZPB;2;194.0;0.0;6.596074094553497;2.2937407179958946e-07;1.0789389001426301e-07;0.0001743454108687674;939.0
ARH;4;2264.0;0.5;3.8717168924523087;0.0011055830260740215;0.0030873816713174736;0.000174201301319475;940.0
SLQ;3;51.0;0.3333333333333333;5.208183577550456;0.0005527150550130774;5.148978468843973e-06;0.0001741522672533305;941.0
TKU;7;9903.5;0.6190476190476191;3.8899640586121094;1.6919766578723244e-05;0.004693253987961783;0.00017382299265054376;942.0
RIB;3;758.0;0.3333333333333333;5.847663809787116;7.773232433208309e-07;2.836222094837473e-06;0.00017379093862918797;943.0
TAL;6;581.0;0.5333333333333333;4.893281725186618;1.4685418367269306e-05;3.3211489457665476e-05;0.00017371330397606788;944.0
WSU;1;48.0;0.0;11.714957146806746;0.0;1.8593826450607872e-17;0.00017347654110285883;945.0
PKR;3;2110.0;0.0;4.546585568150401;0.0011057359421218875;0.00023735669043284632;0.0001734409884565605;946.0
LAP;11;10715.0;0.5818181818181818;3.6914570085706386;7.593894193549777e-05;0.0037306034585546256;0.00017341266015138767;947.0
SVZ;4;7216.0;0.5;4.261266242742605;5.965514048340551e-06;0.0008368531939746748;0.00017332207244116597;948.0
EMS;2;8.0;0.0;6.7367984517555985;0.0002764722145424385;9.572421540951709e-09;0.00017301692753004567;949.0
GEW;2;8.0;0.0;6.7367984517555985;0.0002764722145424385;9.572421540951709e-09;0.00017301692753004567;949.0
YEK;3;951.0;1.0;5.5728504285319325;0.0;9.192657301958193e-06;0.0001730138082373897;951.0
EGM;3;142.0;1.0;5.283936964335084;0.0;4.340610452774017e-06;0.0001727432100698967;952.0
GHA;9;3019.0;0.5277777777777778;4.444567320984241;1.1630887277110494e-06;0.001003106558027775;0.00017268666162792488;953.0
VAK;3;373.0;1.0;5.196571744539674;0.0;5.376860828240806e-06;0.00017258858897927398;954.0
ESD;5;1187.0;0.5;3.9787116394802324;0.0002765111717260615;0.0012074789805877684;0.000172483802526632;955.0
FBM;6;1890.0;0.4666666666666667;3.991152889134642;0.00012751377845488288;0.0012979429083866453;0.0001720713876376064;956.0
BUA;3;324.5;0.6666666666666666;4.741222007188278;0.00027402555777657634;3.0316171072650524e-05;0.00017191308137282096;957.0
STX;9;10007.5;0.4722222222222222;3.9839646115565386;0.00013937825985129866;0.004707528476679093;0.00017189205113728282;958.0
HOR;5;2076.0;0.5;4.247995576444567;0.0008286010913720281;0.0011772094103317356;0.0001716999110490943;959.0
KWN;4;220.0;0.3333333333333333;5.195742327896046;0.0002767525606301935;5.3768608466909025e-06;0.0001716350778930336;960.0
SSR;2;133.0;0.0;6.072159247995576;8.920102792206257e-08;6.505578936128414e-07;0.0001715104901607575;961.0
AGA;12;7813.5;0.5;3.599115288913464;0.0006185688235142339;0.019042781128325956;0.00017150831565449474;962.0
JIA;4;153.0;0.3333333333333333;5.083494608791816;0.0011055830260740212;1.9647783571369268e-05;0.00017150533168285798;963.0
LBB;6;19352.0;0.9333333333333333;3.902128836051977;6.398329371251704e-08;0.006169166052905564;0.00017082715689308592;964.0
MTF;2;108.0;1.0;6.427978988111695;0.0;1.1275914227874159e-07;0.00017080632508093514;965.0
NDJ;11;3213.0;0.32727272727272727;3.6284213436549626;0.00042937406587994164;0.005265076313926518;0.00017076940690776449;966.0
MDC;7;4794.0;0.42857142857142855;3.9165053912081835;0.0004369484558079623;0.0012741654535508259;0.00017064338157085903;967.0
ASB;15;7067.5;0.49523809523809526;3.4036494332319602;0.00012273080886241597;0.018560324268874148;0.00017059178154278946;968.0
SMK;2;354.0;1.0;5.206801216477744;0.0;5.439037835291143e-06;0.00017047425429100394;969.0
KTS;6;342.0;0.4666666666666667;5.202377661045065;7.390942313542327e-07;5.741088663747678e-06;0.00017013403778601063;970.0
ILP;1;1872.0;0.0;4.633674315731269;0.0;5.59521135393276e-05;0.00016999296217152376;971.0
MYT;3;598.0;0.3333333333333333;5.606856510920652;0.000552944429084877;3.185708665778975e-06;0.00016975290231736615;972.0
OOK;3;312.0;0.3333333333333333;5.196295272325131;0.00018426929896643823;5.286240142776821e-06;0.00016962651295418865;973.0
SCC;4;1062.0;0.3333333333333333;4.203483549903234;0.0003702097063839221;0.0003050692619513708;0.00016945482481839496;974.0
DZA;6;1841.0;0.6;4.4188554050317945;2.85033908975338e-05;0.00033389801660367634;0.00016939200302599325;975.0
OAX;7;10941.5;0.38095238095238093;4.141277301631186;1.1945651531953536e-06;0.0015676403058531138;0.00016935684760454467;976.0
LIL;14;11327.0;0.7142857142857143;4.2175836328448995;4.120119710634644e-06;0.009085828214378967;0.0001690825626647977;977.0
KKA;4;429.0;0.6666666666666666;5.199059994470556;1.4173861293901617e-06;1.0703272065707418e-05;0.00016902696258492037;978.0
MAT;3;168.0;0.3333333333333333;4.730716063035665;0.0011055830260740212;0.00011878875910575524;0.00016876462910353233;979.0
EMK;5;249.0;0.6;4.206248272048659;0.000547454742966473;0.0002893054843063342;0.00016818413126629443;980.0
ARM;5;2749.0;0.5;4.184959911528892;0.0006973917696510897;0.000483098843301952;0.0001680938936322309;981.0
UET;10;4131.0;0.26666666666666666;4.137959635056677;0.00023705227278438825;0.0021345739497525816;0.00016807312569437147;982.0
CID;9;18387.0;0.9444444444444444;3.728227813104783;3.875758558044549e-07;0.011780392960636554;0.00016781702032752984;983.0
DEM;5;180.0;0.5;4.430743710257119;0.0008279231635598201;0.000350911458424242;0.000167760254159394;984.0
TOH;2;38.0;1.0;8.067182748133813;0.0;1.113289874656923e-10;0.0001676958338163275;985.0
MTV;2;38.0;1.0;8.067182748133813;0.0;1.113289874656923e-10;0.0001676958338163275;985.0
YBT;3;372.0;0.6666666666666666;5.6029858999170585;7.645802393319649e-08;5.00330831517471e-06;0.00016769502236273405;987.0
HSV;10;18808.0;0.9111111111111111;3.706110035941388;2.393009715546147e-06;0.014656706446585047;0.00016736825082836515;988.0
IAN;3;470.0;1.0;5.204865910975947;0.0;5.271240031889464e-06;0.00016723222987148577;989.0
BBO;6;936.0;0.4666666666666667;3.9759469173348077;0.0004860647039159227;0.0024608952454243074;0.00016706869806876954;990.0
TMR;10;2280.5;0.4888888888888889;4.444290848769699;1.613341535317651e-06;0.0011016072086542754;0.00016690397279601435;991.0
PUJ;26;11265.5;0.47384615384615386;3.419961293889964;0.0005066133589251301;0.032813084949772184;0.00016687093015022418;992.0
ZFN;2;475.0;0.0;6.41387890517003;2.038880638218573e-07;1.8926152361520358e-07;0.00016674525432030767;993.0
DTM;20;12458.0;0.7526315789473684;3.5142383190489355;7.804024549671458e-05;0.0298852769221292;0.00016664414699273228;994.0
YPL;3;308.0;0.0;5.59524467790987;0.0001890841023541018;7.174322940497306e-06;0.00016630673600197406;995.0
ROS;5;6097.0;0.7;4.104782969311584;7.937318173000302e-07;0.0007876651789890807;0.0001662441301769439;996.0
BNY;2;95.0;1.0;5.2850428531932545;0.0;4.2607000330171305e-06;0.00016606853698667066;997.0
OKR;5;251.0;0.4;4.463090959358585;0.0011027795651964705;8.852709820907366e-05;0.00016605032330430715;998.0
PQQ;6;2302.0;0.4666666666666667;4.184959911528892;0.0005599431516652544;0.0005039933072779735;0.00016603496738076763;999.0
YNC;2;228.0;0.0;6.061376831628421;1.5291604786639297e-07;4.249395072932061e-07;0.00016592093149404283;1000.0
KZN;14;3564.0;0.38461538461538464;3.781034006082389;0.0003659733681040424;0.006903310418242563;0.0001659143291621162;1001.0
BTR;10;18435.0;0.8666666666666667;3.7152336190212885;1.7734162404093408e-06;0.011359482769220696;0.00016576609430825445;1002.0
MZI;3;243.0;0.3333333333333333;4.645562620956594;0.0016579157909674329;0.00012539154868641364;0.0001656936027189886;1003.0
MMB;4;15982.0;0.8333333333333334;3.7757810340060822;6.50706586665502e-09;0.002833328856614692;0.00016547617345482877;1004.0
NQT;12;12512.0;0.5909090909090909;3.5468620403649433;1.9818187886265186e-05;0.016720587772160532;0.00016547453403395075;1005.0
PMR;7;5463.0;0.7142857142857143;4.248824993088195;4.729474909010582e-07;0.0003181326173588824;0.00016543018395988746;1006.0
CEI;2;9692.0;1.0;3.9557644456732097;0.0;0.0012429490453190238;0.0001650797039256451;1007.0
MDQ;3;6024.0;0.6666666666666666;4.105888858169754;3.3641530530606456e-07;0.0006696196480362168;0.00016499068010250923;1008.0
GAM;3;439.0;0.6666666666666666;5.203483549903234;7.645802393319649e-08;5.361140723758274e-06;0.0001649229630241605;1009.0
DGA;2;1592.0;0.0;4.842687309925353;0.0011055830260740212;0.00011618295707829702;0.00016480748837173227;1010.0
RIX;14;9648.0;0.8241758241758241;3.507050041470832;2.4545447480968586e-05;0.021979802058931727;0.00016464812571774797;1011.0
KIQ;3;32.0;0.3333333333333333;6.726016035388444;4.526315016845233e-06;1.9517440095664374e-08;0.00016432082393168552;1012.0
XLB;3;372.0;0.6666666666666666;5.6029858999170585;7.645802393319649e-08;5.00330831517471e-06;0.00016404961448426158;1013.0
INV;5;4595.0;0.5;3.626762510367708;0.001169748457500416;0.0046658797028814964;0.00016392135916263884;1014.0
KRB;3;315.0;0.3333333333333333;4.4639203760022115;0.0006597842869936232;8.992092283227379e-05;0.00016366809542287894;1015.0
AAR;6;11653.0;0.9333333333333333;3.600774122200719;1.6990671985154773e-08;0.009106784140179795;0.00016356696816137667;1016.0
TJM;11;2884.0;0.38181818181818183;3.8592756427978987;0.00022192563170782303;0.004527322375929402;0.00016327851781147167;1017.0
EUG;6;14763.0;1.0;3.648880287531103;0.0;0.007608459696290781;0.00016323786195955695;1018.0
ARP;2;38.0;1.0;6.734310201824717;0.0;1.0969125992100759e-08;0.00016290229059503516;1019.0
TFI;3;119.0;0.6666666666666666;4.74149847940282;1.4272164467530009e-06;3.080337364514078e-05;0.00016263122215960887;1020.0
ABR;3;2958.0;0.3333333333333333;4.04644733204313;0.0005529444290848771;0.0014302114716636964;0.0001624508565448091;1021.0
TJS;3;432.0;0.6666666666666666;5.902128836051976;8.869130776250792e-07;9.347283246127876e-07;0.0001623106839526728;1022.0
MJM;3;1512.0;0.6666666666666666;4.726016035388444;7.029283724144033e-07;0.0001439162806037547;0.0001619942039760008;1023.0
ZEL;3;295.0;0.0;5.032070776886923;0.0005530973451327434;1.5712015429553907e-05;0.00016195827385192136;1024.0
ORV;3;470.0;1.0;5.204865910975947;0.0;5.271240031889464e-06;0.00016190105852680427;1025.0
IOP;3;48.0;0.3333333333333333;5.737351396184684;0.0008246054314498618;5.390239079375127e-07;0.0001616430870680206;1026.0
WLK;4;478.0;0.6666666666666666;5.2045894387614045;1.5291604786639297e-07;5.381219216057363e-06;0.00016162288592537136;1027.0
KPN;3;340.0;0.6666666666666666;5.196018800110589;1.8750420155045802e-07;5.373610958263441e-06;0.00016157822312462254;1028.0
LEX;9;18446.0;1.0;3.7132983135194912;0.0;0.013916923065363062;0.00016122143621771762;1029.0
SBA;6;16422.0;1.0;3.685374619850705;0.0;0.007718466802547779;0.00016118909731281544;1030.0
ARI;2;5968.0;0.0;4.994194083494609;2.9054049094614664e-07;4.768208407087723e-05;0.00016113732360630728;1031.0
BRD;3;2380.0;0.0;4.046170859828587;0.0008291617835475381;0.0013843009908924694;0.00016087619415092996;1032.0
PKU;5;4515.0;0.5;3.9922587779928116;0.0005692313325704704;0.001164383253578496;0.00016081322216478927;1033.0
SKZ;7;1635.0;0.38095238095238093;4.160906828863699;0.0005749902533834232;0.0010723392874710078;0.0001607625823732921;1034.0
ASM;7;3474.0;0.5238095238095238;3.973458667403926;0.0005549148441481093;0.0033326058030390317;0.000160663351972853;1035.0
BVH;2;1296.0;0.0;5.084324025435444;0.0005529444290848771;1.929246761016073e-05;0.00016027426974504565;1036.0
ACK;6;3841.0;0.6;3.702515897152336;0.0004628354992435363;0.00512282791470806;0.0001601911814220458;1037.0
GGS;4;60.0;0.0;6.093447608515344;1.462896857921826e-06;6.788767140275389e-07;0.00016017083859253762;1038.0
OGS;2;465.5;1.0;5.145700857063865;0.0;2.5752901200820048e-05;0.00016003260693650095;1039.0
KMF;2;80.0;0.0;5.737627868399226;0.0002757735338380205;5.388679377919515e-07;0.00015989806156781872;1040.0
CWS;2;544.0;0.0;4.977605750622063;0.0001840654109026079;2.1119581776539225e-05;0.00015966971274540868;1041.0
AUK;4;156.0;0.5;5.195742327896046;4.133830493988156e-06;1.061494140038773e-05;0.00015962952227741533;1042.0
YQC;2;70.0;0.0;6.0453414431849595;0.00027615493029247156;3.981066011390199e-07;0.00015959613059300253;1043.0
PLM;5;5124.0;0.3;4.423555432679016;1.6331501903177066e-05;0.0002501783235761777;0.00015950818951142895;1044.0
YKG;3;85.0;0.0;5.047276748686757;0.0011043839259480244;2.2395193848527272e-05;0.00015941709217273155;1045.0
APL;5;1205.0;0.5;4.777163395078794;1.1165836753541976e-05;0.00012448924692524903;0.00015934522638418996;1046.0
IOM;12;11520.0;0.5757575757575758;3.6231683715786565;2.7219097950996145e-05;0.009981720902833006;0.0001590139441210963;1047.0
TEH;1;32.0;0.0;5.893281725186618;0.0;4.6769754155853454e-07;0.00015898760053784534;1048.0
SDL;3;9769.5;0.6666666666666666;4.070776886922864;2.548600797773216e-07;0.0022589962651860143;0.00015864012419201896;1049.0
DAU;3;304.0;1.0;4.744263201548244;0.0;3.0853160294349575e-05;0.00015857761351055396;1050.0
YAC;2;258.0;1.0;5.5982858722698365;0.0;5.959239563815606e-06;0.0001580439206915978;1051.0
ONG;3;198.0;0.3333333333333333;5.460879181642245;0.00011805459325752249;1.6894877714792998e-06;0.00015801548746715658;1052.0
ODS;15;6487.0;0.6095238095238096;3.695604091788775;1.6264313048044452e-05;0.016522238964492716;0.0001579905970821618;1053.0
RAK;10;8906.5;0.6888888888888889;3.43654962676251;1.0051551699686553e-05;0.02033259350922165;0.00015790885464090533;1054.0
ASO;4;236.0;0.3333333333333333;5.427978988111695;1.6311045105748586e-06;1.270007553926623e-05;0.00015783338009668792;1055.0
BCP;2;38.0;0.0;6.725739563173901;2.3625529395357713e-06;1.0667965340699437e-08;0.00015781894497203449;1056.0
DDM;2;32.0;1.0;6.733757257395632;0.0;9.91926508225178e-09;0.00015764629899151484;1057.0
NKN;2;38.0;0.0;6.732927840752004;6.37150199443304e-07;1.0308322795946293e-08;0.00015752341533253552;1058.0
MAF;6;17373.0;0.9333333333333333;3.902128836051977;6.398329371251704e-08;0.006169166052905564;0.00015733066232771948;1059.0
TOU;4;230.0;0.6666666666666666;4.632291954658557;0.0002763957565185053;5.805070028437879e-05;0.00015728453099385335;1060.0
PSC;6;9637.0;0.5333333333333333;3.9712468896875865;1.78462159082966e-05;0.0028974197737089264;0.00015727447363776448;1061.0
HET;8;6202.5;0.4642857142857143;3.953829140171413;1.5682743280208798e-05;0.0022373849343668563;0.00015712333151965543;1062.0
CTL;3;286.0;0.3333333333333333;4.335913740669063;0.0013298452163865266;0.00019036323697263423;0.00015658613452947492;1063.0
KLW;2;581.0;1.0;4.96488802875311;0.0;2.15730162839862e-05;0.00015658465265631281;1064.0
KUQ;2;57.0;0.0;7.734586674039259;7.645802393319649e-08;6.863937898876767e-10;0.0001565821797910016;1065.0
TKK;2;1240.0;1.0;4.542438484932264;0.0;0.00012773119947668827;0.0001562743977222166;1066.0
OVD;6;13167.0;0.8666666666666667;3.559856234448438;1.2395604382817674e-06;0.012027737609391919;0.0001562529984169555;1067.0
HTI;6;4329.0;0.5333333333333333;4.153165606856511;0.00046410554624532336;0.0007206947094695856;0.00015620286316129684;1068.0
IXJ;3;4172.0;1.0;4.120818357755046;0.0;0.0008363928570867005;0.00015609373647568583;1069.0
MOB;9;17360.0;0.9444444444444444;3.70970417473044;1.7530904760857428e-07;0.013309979583634784;0.00015604650801781197;1070.0
MAB;5;2317.0;0.4;4.924246613215372;2.062216735627767e-05;8.12098295747091e-05;0.00015589076915818913;1071.0
VMU;2;114.0;0.0;6.735416090682886;3.568041116882502e-07;2.8885538328556625e-08;0.00015566709615438042;1072.0
HNS;2;1000.0;1.0;4.9079347525573676;0.0;2.6512145124555883e-05;0.000155649333341857;1073.0
SHV;8;15571.0;0.9285714285714286;3.851257948576168;2.618331815514851e-07;0.009444929303937928;0.00015552006252685422;1074.0
TKS;3;14304.0;1.0;3.7752280895769976;0.0;0.002465752645243966;0.0001552301992451144;1075.0
YUD;3;252.0;1.0;5.056123859552115;0.0;2.3863075682098404e-05;0.0001552167382080136;1076.0
KGK;2;220.0;0.0;5.208736521979541;0.0002763957565185053;5.0604809393772e-06;0.00015515984339134416;1077.0
KEK;2;220.0;0.0;5.208736521979541;0.0002763957565185053;5.0604809393772e-06;0.00015515984339134416;1077.0
ASJ;7;9065.0;0.42857142857142855;3.7727398396461154;0.0004801342236231124;0.0024890494581038263;0.00015512157587569688;1079.0
ZGS;3;244.0;0.6666666666666666;6.588332872546309;5.861781834878397e-07;1.249022665328716e-07;0.0001548647746650565;1080.0
CUM;4;5220.5;0.5;4.269007464749793;0.00027700027814479166;0.0007596855864439747;0.0001545524418777842;1081.0
VEE;6;227.0;0.5333333333333333;4.894664086259331;0.00046058313617352854;2.7300555190463525e-05;0.00015443674881587046;1082.0
VNO;14;9668.0;0.9230769230769231;3.456455626209566;4.514985476602364e-06;0.02692140585138979;0.00015427371525596596;1083.0
JHS;4;506.0;0.6666666666666666;4.885816975393973;8.257466584785221e-07;3.568282074017401e-05;0.0001542540340577694;1084.0
YXP;2;256.0;1.0;5.3312137130218415;0.0;8.757627058978155e-06;0.00015402905419901742;1085.0
TLA;3;342.0;0.6666666666666666;5.203207077688693;7.645802393319649e-08;5.364583783975136e-06;0.00015401046793623717;1086.0
HGL;1;112.0;0.0;5.3762786839922585;0.0;2.5581827793109946e-05;0.00015387278665054895;1087.0
IQT;4;4949.0;0.5;4.279513408902405;2.2937407179958946e-07;0.00044575210184219467;0.00015371113919592357;1088.0
OPS;3;435.0;0.0;5.081559303290019;0.0010765988760542756;1.929965046253196e-05;0.0001536761568474404;1089.0
DOG;6;1046.0;0.3333333333333333;4.057229748410284;0.0011059043255401129;0.0019181681322891276;0.00015354622768176435;1090.0
GYA;2;695.5;1.0;5.849046170859829;0.0;2.1463438176335782e-06;0.0001534772684168262;1091.0
NIM;13;3650.0;0.46153846153846156;3.614597732927841;0.00010915911530478393;0.007371932334477762;0.0001533363702672169;1092.0
YYY;4;1420.0;0.5;4.06690627591927;0.0005354472355704057;0.0014392130213178264;0.00015321851837168867;1093.0
SCM;3;333.0;1.0;5.196571744539674;0.0;5.376860828240806e-06;0.0001532034298491096;1094.0
PRA;7;1316.0;0.38095238095238093;4.105612385955212;0.0013818258665446597;0.0007317008463414927;0.00015318319266621936;1095.0
BDD;2;177.0;1.0;6.458390931711363;0.0;5.7491283285025167e-08;0.0001528607656660753;1096.0
IZO;5;11774.0;0.6;3.774122200718828;6.27603238127936e-06;0.00290547295156834;0.00015283765324938114;1097.0
GRL;3;32.0;0.0;5.731545479679292;0.00028242010267569864;5.500593585688045e-07;0.00015252896627869836;1098.0
AMA;5;16119.0;1.0;3.8874758086812276;0.0;0.006446915166409153;0.00015250709264299776;1099.0
MDU;4;235.0;0.3333333333333333;4.74149847940282;0.0012849211465826445;3.084291611936168e-05;0.0001522501936449488;1100.0
SXW;5;135.0;0.4;5.7285042853193255;0.0002768545046621045;5.916098442246833e-07;0.00015221237052777162;1101.0
PRI;1;4180.0;0.0;4.382637544926735;0.0;0.00032869480054103795;0.00015220456531021996;1102.0
YMH;2;228.0;0.0;5.494608791816423;0.001376749634862236;2.25351520585709e-06;0.00015213943611390917;1103.0
GDE;4;300.0;0.6666666666666666;5.427978988111695;1.5291604786639297e-07;7.965907544990843e-06;0.0001520863603202891;1104.0
HGA;7;871.0;0.38095238095238093;4.375172795134089;5.906127602392947e-05;0.0009587582086180734;0.00015175082471704032;1105.0
ULB;2;76.0;0.0;6.072712192424661;3.669985148793431e-07;3.3979075009013116e-07;0.0001517299765173013;1106.0
ZAH;6;3421.0;0.26666666666666666;4.193530550179707;5.870719321726854e-06;0.0010853806972280387;0.00015165936709608888;1107.0
HVG;3;1110.0;1.0;6.267901575891623;0.0;4.3777910391629877e-07;0.00015163643239059105;1108.0
XSC;3;904.0;0.3333333333333333;4.658280342825546;0.0002766201482327449;0.00013385759352346372;0.0001515250833011873;1109.0
GRI;5;864.5;0.4;4.184683439314349;0.0005531738031566766;0.0012913862494870767;0.00015141027893321888;1110.0
SMR;6;5221.0;0.7333333333333333;4.262372131600774;6.60087606623263e-07;0.0006719813273416863;0.00015137710619353228;1111.0
WMN;6;351.0;0.6;4.5850152059718;0.00022310400339775653;0.00011403164692627043;0.00015136805425267744;1112.0
SHX;2;97.0;0.0;5.208460049764999;0.0005526385969891441;5.057488947138063e-06;0.00015128081892873242;1113.0
HCR;2;97.0;0.0;5.208460049764999;0.0005526385969891441;5.057488947138063e-06;0.00015128081892873242;1113.0
CPO;4;3815.0;0.5;4.49433231960188;0.0005529444290848771;0.00032659408026743987;0.0001512725818650636;1115.0
ZTB;2;230.0;1.0;6.589162289189937;0.0;6.253180846484289e-08;0.000151267877586358;1116.0
YYH;4;183.0;0.6666666666666666;5.429084876969864;0.00020559645719198777;5.464136370529117e-06;0.00015092139184582119;1117.0
JQA;3;182.0;0.6666666666666666;5.884987558750345;7.645802393319649e-08;6.242809404283733e-07;0.0001508870320800605;1118.0
WBB;3;330.0;0.6666666666666666;5.199612938899641;1.6005213010015796e-06;1.0514506929004133e-05;0.00015087628464916536;1119.0
ELQ;9;5557.0;0.6388888888888888;4.085982858722699;4.121944673445792e-06;0.0024356847544971427;0.00015071252589374224;1120.0
YMT;4;567.0;0.16666666666666666;4.06690627591927;0.0016360763836828047;0.0012727435918753508;0.00015060227567060573;1121.0
YPJ;2;83.0;0.0;6.04644733204313;2.038880638218573e-07;7.955755851575309e-07;0.00015057986868502444;1122.0
GND;10;7601.0;0.6444444444444445;3.502626486038153;8.071511659774489e-05;0.008435831437472013;0.000150371318357324;1123.0
TOG;3;232.0;0.3333333333333333;5.18938346696157;3.054752916210978e-05;1.0337818634826908e-05;0.0001503528094935836;1124.0
IBI;4;108.0;0.5;5.729057229748411;0.0002762938124865944;5.814544605860382e-07;0.00015032123881271204;1125.0
SMJ;2;32.0;1.0;6.731821951893835;0.0;1.9694779537980073e-08;0.00015031111447879946;1126.0
XMY;5;204.0;0.6;5.458390931711363;6.728306106121291e-07;3.2926976325791818e-06;0.0001500201748493667;1127.0
SGO;2;54.0;0.0;5.334254907381808;0.0011055830260740212;3.4754378840188287e-06;0.0001498473203204235;1128.0
CHQ;2;7600.0;1.0;4.042023776610451;0.0;0.002314814348133972;0.00014979073294204388;1129.0
KIF;2;238.0;0.0;5.59745645562621;0.00015361367014712367;5.858324178112576e-06;0.00014977764995956677;1130.0
VGO;4;11624.5;0.6666666666666666;4.052253248548521;4.779893687095414e-07;0.004146390284898926;0.00014977307333104503;1131.0
MNJ;3;231.0;0.3333333333333333;4.586397567044512;0.000276163833845908;0.00010681868143771318;0.00014972836693595494;1132.0
PAD;19;11760.5;0.672514619883041;3.6038153165606857;1.4743900416950685e-06;0.02096310409566484;0.00014970349568542071;1133.0
KSU;5;8179.0;0.9;4.283384019905999;3.822901196659824e-08;0.0013528176881970734;0.00014969486320961056;1134.0
TRC;11;10171.5;0.7454545454545455;3.66436273154548;3.072086243637261e-05;0.005629632600855945;0.0001496924895811554;1135.0
ADZ;6;5033.0;0.7333333333333333;4.218689521703069;8.456257447011534e-06;0.0010071729115382266;0.0001493938727086478;1136.0
KNQ;4;268.0;0.6666666666666666;4.632291954658557;0.0002763957565185053;5.805070028437879e-05;0.00014935763649603036;1137.0
UUS;7;4413.0;0.5238095238095238;3.6798451755598562;3.4182213549742565e-05;0.00354304930757321;0.0001492669644657739;1138.0
TLH;10;15870.5;0.8222222222222222;3.8296931158418577;1.7653217239401477e-06;0.011122569127210382;0.00014925708671429858;1139.0
UIT;2;110.0;1.0;5.102847663809787;0.0;9.995497997044964e-06;0.00014917310965408925;1140.0
EGX;2;112.0;0.0;5.209289466408626;0.000552944429084877;5.135813778426064e-06;0.00014882419582449533;1141.0
MTL;2;352.0;0.0;4.2341719657174455;0.0011055830260740212;0.00029022612256357;0.00014871834963989028;1142.0
JGR;2;92.0;0.0;4.916505391208184;0.0005529444290848771;3.293409322809653e-05;0.00014840048926844588;1143.0
BES;4;10006.5;1.0;3.68592756427979;0.0;0.005046582290712788;0.000148267696913686;1144.0
ART;3;684.0;0.3333333333333333;4.14625380149295;0.0011055830260740212;0.0014235980513667276;0.00014804075219142598;1145.0
LNE;4;142.0;0.5;5.074094553497374;0.00027637536771212316;1.8472837933358017e-05;0.00014788767614048516;1146.0
USM;5;6286.0;0.5;3.8780757533867845;0.00012979530839230942;0.0024040357385767624;0.00014775527324396647;1147.0
TVA;3;95.0;0.6666666666666666;4.584462261542715;0.0005497051176451772;0.00010691522837524393;0.00014766738690667817;1148.0
AUV;2;99.0;1.0;6.727674868675698;0.0;2.0832734059281493e-08;0.00014764956323600004;1149.0
AMI;6;3552.0;0.4;3.9184406967099807;0.0006173267215381873;0.0011503437277327522;0.00014758655815413444;1150.0
SXP;3;126.0;0.6666666666666666;5.20182471661598;2.599572813728681e-07;5.6097498793348356e-06;0.00014753082404639535;1151.0
ABX;5;3935.0;0.6;4.213713021841305;5.704647071326941e-06;0.0004636435228613023;0.00014744145395070615;1152.0
IGU;3;7678.0;1.0;4.09870058059165;0.0;0.000984708450014281;0.00014725917075825;1153.0
UBA;8;2646.0;0.35714285714285715;4.090959358584462;0.0005556582421155865;0.0010795356218700858;0.00014699639017394024;1154.0
ROA;9;15504.5;1.0;3.711363008017694;0.0;0.014348106907357853;0.00014656210029883996;1155.0
RMA;2;477.0;1.0;4.33674315731269;0.0;0.0001903042141558338;0.00014635172913803976;1156.0
ZKG;2;230.0;1.0;6.590821122477191;0.0;6.459875924483479e-08;0.00014627248298088277;1157.0
YQM;7;6896.0;0.6190476190476191;3.796516450096765;1.906892956929822e-05;0.003910898550244786;0.00014613683019065645;1158.0
RSH;4;247.0;0.5;5.191042300248825;1.2806719008810409e-05;1.0522412628908784e-05;0.0001457815059445476;1159.0
IDN;2;96.0;0.0;5.724910146530274;0.00331307909307327;5.903876783115701e-07;0.0001455572066405273;1160.0
YRF;2;228.0;0.0;5.490185236383743;0.0013844554414612193;2.496877251524215e-06;0.00014555381054544726;1161.0
GDX;5;1678.0;0.3;3.8742051423831905;0.0006490280438431107;0.002268957764248672;0.0001455019841041374;1162.0
ROT;5;4430.0;0.5;4.249101465302737;0.00018356449277197068;0.0003006561199529961;0.000145456362967883;1163.0
MOL;4;7979.0;1.0;4.283660492120542;0.0;0.0013296176434696805;0.00014545310235606514;1164.0
TIZ;4;274.0;0.6666666666666666;4.741774951617362;1.4694504028303855e-06;3.14700672649557e-05;0.00014544122429414164;1165.0
MRD;4;4933.0;0.5;4.269560409178878;0.00017272948080670594;0.0007813502460899233;0.00014542336377644098;1166.0
YVA;9;2210.0;0.4166666666666667;3.9308819463643903;0.0007258019857274669;0.0028820375353611426;0.00014540723726052168;1167.0
