node;degree;strength;clustering_coefficient;average_path_length;betweenness_centrality;eigenvector_centrality;pagerank;pagerank_num
DUR;11;43806.0;0.36363636363636365;3.97843516726569;1.3384095184809393e-05;0.0020600392698916026;0.0009553810545775407;174.0
SNA;20;126491.0;0.9157894736842105;3.421067182748134;3.308037408412662e-06;0.02800442226334769;0.0009520068828003882;175.0
KWA;11;1273.0;0.10909090909090909;5.097318219518939;0.00335801203897689;1.0250946383233707e-05;0.0009424977898762756;176.0
LOS;33;34583.0;0.3181818181818182;3.3419961293889964;0.0035235090110861326;0.0341363181291106;0.0009388572034271691;177.0
KOJ;21;88538.0;0.3238095238095238;3.66215095382914;0.002006742872853275;0.0057895481052257355;0.000931195254881115;178.0
BAH;43;64870.5;0.48283499446290146;3.1852363837434337;0.001212579815309657;0.044425981227471115;0.0009239248701091905;179.0
DOH;36;60521.0;0.44761904761904764;3.2991429361349183;0.0008087364865678069;0.030555501502922394;0.0009222473456631492;180.0
BEL;16;25352.0;0.18333333333333332;3.9726292507602987;0.004878321114665357;0.0023831327678865383;0.0009193212743404833;181.0
DAR;24;15402.5;0.17391304347826086;3.5861210948299695;0.004626520010707846;0.006749101555138042;0.0009173539430006832;182.0
BKI;23;42760.5;0.23715415019762845;3.5587503455902683;0.005697268687798463;0.006615744651568306;0.0009170441030043402;183.0
IND;40;128715.5;0.7230769230769231;3.418025988388167;4.909206594809498e-05;0.04854035644967513;0.0009093095442221306;184.0
OTZ;15;3629.0;0.14285714285714285;4.2056953276195745;0.005666573755068679;0.00028603504204210344;0.0008919484023954101;185.0
HGU;10;2610.0;0.3111111111111111;4.734586674039259;0.0005722577259304023;3.5802401587878396e-05;0.0008842983362912099;186.0
KWI;48;57204.0;0.36347517730496454;3.293337019629527;0.0017291852164254455;0.04008396087341292;0.0008785864937408526;187.0
BHX;50;84307.5;0.4383673469387755;3.294442908487697;0.0005457217782980021;0.066659985647791;0.0008749259486921196;188.0
POA;18;46268.0;0.21568627450980393;4.011888305225325;0.0032731605082651823;0.0025550014569014116;0.0008741715465198175;189.0
MKE;51;116661.5;0.45019607843137255;3.417473043959082;0.000721941145641577;0.04834283912309827;0.0008737000359743453;190.0
NOU;17;10865.0;0.22058823529411764;3.6339507879458113;0.006374239360469799;0.003150042590059617;0.0008733673208562884;191.0
REC;17;50618.0;0.3088235294117647;3.9165053912081835;0.0015305537187663973;0.005159048518717676;0.0008580375313257492;192.0
ISB;33;36230.5;0.3352272727272727;3.239148465579209;0.0049376609754735205;0.03216931518858387;0.0008539226321058917;193.0
SUB;15;40376.0;0.3142857142857143;3.706939452585015;0.0011109924418279554;0.003509055726997899;0.0008531302130997424;194.0
SAC;21;110575.0;0.8238095238095238;3.5001382361072713;4.198032325918441e-05;0.02528817825094664;0.0008526041620829703;195.0
MTY;30;72585.5;0.2689655172413793;3.6914570085706386;0.0014158663750838834;0.013708239388279387;0.0008467802538382245;196.0
CWB;12;50225.5;0.30303030303030304;4.085706386508156;0.0011154865920400328;0.0015501029419214608;0.0008455755896450786;197.0
TOS;16;26740.0;0.15833333333333333;4.272325131324302;0.007740700331274492;0.001201415342995052;0.0008417679736823724;198.0
DMM;28;51554.5;0.4497354497354497;3.3737904340613767;0.000559590091169967;0.022078952656408794;0.0008374063357827337;199.0
EDI;23;80855.0;0.45849802371541504;3.4932264307437104;0.0018403700671637425;0.02688477089264651;0.0008373509977927198;200.0
OGG;16;83630.0;0.35;3.6383743433784903;0.0002991462516193571;0.008604536496670116;0.0008335660764936231;201.0
AUS;33;116937.5;0.6060606060606061;3.432679015758916;0.00019447302463924322;0.03760153348090026;0.0008283230495662562;202.0
TLS;29;71243.5;0.5541871921182266;3.481061653303843;0.00012635117354895003;0.0359464068192189;0.0008272448751358381;203.0
CMH;29;118692.0;0.9433497536945813;3.4285319325407797;2.7768454206058177e-06;0.041966622245113626;0.0008260979036715668;204.0
LHE;31;38796.0;0.443010752688172;3.263478020458944;0.0027971339787036752;0.03274847661586821;0.0008246268083431982;205.0
TRD;15;48664.0;0.26666666666666666;3.8993641139065525;0.0034122678326594506;0.0032386900745939905;0.0008227234027628306;206.0
BOO;15;28770.0;0.18095238095238095;4.275089853469726;0.00355345782979099;0.001149813057873013;0.000821834855041895;207.0
MAO;17;21867.0;0.14705882352941177;3.9159524467790985;0.007111264825048183;0.004086737579114518;0.0008152136492629552;208.0
HAV;51;35932.0;0.20705882352941177;3.199059994470556;0.006360699346983683;0.04304398432163594;0.0008104859073902866;209.0
BUH;50;38700.5;0.4089795918367347;3.2654133259607407;0.0042857570138152236;0.06389989069528984;0.000803934180620023;210.0
IEV;59;35939.0;0.34307422559906486;3.264307437102571;0.002259174670452632;0.06448962483285303;0.0008025391183352042;211.0
BHZ;17;47199.5;0.2647058823529412;4.085429914293614;0.0006557385394459098;0.0017046341244998414;0.0007970263083261691;212.0
CGN;48;75824.5;0.4627659574468085;3.4202377661045067;0.000290762471805217;0.05928678977222326;0.0007876600839486362;213.0
CMB;32;51894.0;0.5463709677419355;3.2153718551285597;0.001512480458952664;0.04036347154812299;0.0007875696531313311;214.0
KTM;27;25192.0;0.23076923076923078;3.547967929223113;0.005521888913037413;0.013357221286318189;0.000784176908430321;215.0
CLO;17;28702.5;0.22058823529411764;3.997511750069118;0.002387429938981421;0.0027808468903716636;0.0007830304512361774;216.0
CUN;45;70878.5;0.32323232323232326;3.193807022394249;0.0034624903032121775;0.04894732040009852;0.0007826688222187944;217.0
HFD;35;112087.0;0.7815126050420168;3.392037600221178;7.231243637423919e-05;0.04629294620148634;0.0007810774364628558;218.0
HAJ;65;67806.0;0.3471153846153846;3.3804257672103954;0.0010631898334103552;0.07085520685192252;0.0007805139599248053;219.0
SAT;27;108769.5;0.698005698005698;3.435720210118883;0.00010133403083135395;0.03229871278645634;0.0007803701926054243;220.0
GOT;26;66730.5;0.5723076923076923;3.467790987005806;0.000271621366168871;0.0392404708751392;0.0007764597186909863;221.0
LBV;25;10387.0;0.21333333333333335;3.504838263754493;0.006126722876144246;0.015016849091986513;0.0007657551495951243;222.0
BUD;50;65377.0;0.5591836734693878;3.1385125794857616;0.0007106708061501157;0.07526798667818488;0.000764672354290502;223.0
XMN;39;63542.0;0.41700404858299595;3.5664915675974567;0.0008270568552348894;0.01014299997794655;0.000759527583595614;224.0
SRZ;21;23038.0;0.2523809523809524;3.852916781863423;0.004415801974300643;0.005837040201681875;0.0007543550922680266;225.0
TCI;50;70888.0;0.38285714285714284;3.497373513961847;0.0006904961984833171;0.048494892622992634;0.0007532909998295621;226.0
SVG;12;56683.5;0.45454545454545453;3.5836328448990877;0.0008835312970551773;0.010942407233384917;0.0007517956944719994;227.0
